artist,title,lyric,track_id,danceability,energy,loudness,mode,acousticness,valence,tempo
  The Carpenters  ,When It`s Gone,"Where's the word for the sadness  Where's the poetry in the pain  Where's the color in the stain where the tears have fallen  It's gone, it's just gone    Where's the method to this madness  As we create this suffering  And we do each other in and we still hold on  But it's gone, it's just gone    (*) He says it's gone  And he can't go on a living a memory  Mulling it over endlessly  Why is that so hard for me to see  He says it's gone  And he can't go on trying to live a lie  And when he cries, I know it's over  But I may never know why    There's no face in the locket  There's no place for the past  I'll put it back in my pocket  It was never meant to last  It's just gone    Repeat (*)    There's no word for the sadness  There's no poetry in the pain  There's no color in the stain where the tears have fallen  It's gone, it's just gone    It's gone, it's just gone  Well, it's gone",3cgLU92N1lGSVHVXOQ2z7O,0.39,0.55,-11.028,1,0.225,0.117,90.495
  Florrie  ,Little White Lies,Victim of my own good intentions I can't say no My hands tied I'm trying to stay afloat I've been feeling like I'm out on the edge again My breathing shallows I can't pretend Little white lies We came for ourselves and will never tell Ain't hurting nobody with little white lies Nobody else gets together Hope that nobody knows These little white lies We came for ourselves and will never tell Ain't hurting nobody with little white lies Nobody else gets together Hope that nobody knows Victim of my own good intentions I can't say no And all my thoughts can't shove when I'm alone Victim of my own good intentions I can't say no My half's died I'm trying to stay afloat I've been feeling like I'm out on the edge again My breathing shallows I can't pretend Little white lies We came for ourselves and will never tell Ain't hurting nobody with little white lies Nobody else gets together Hope that nobody knows These little white lies We came for ourselves and will never tell Ain't hurting nobody with little white lies Nobody else gets together Hope that nobody knows,6XUscCqVIKxsRKtIQeDuts,0.533,0.865,-3.924,1,0.211,0.389,124.013
  Adam Lambert  ,Ghost Town,Died last night in my dreams Walking the streets Of some old ghost town I tried to believe In God and James Dean But Hollywood sold out Saw all of the saints Lock up the gates I could not enter Walked into the flames Called out your name But there was no answer And now I know my heart is a ghost town My heart is a ghost town My heart is a ghost town My heart is a ghost town Died last night in my dreams All the machines Had been disconnected Time was thrown at the wind And all of my friends Had been disaffected Now I'm searching for trust In a city of rust A city of vampires Tonight Elvis is dead And everyone's spread And love is a satire And now I know my heart is a ghost town My heart is a ghost town My heart is a ghost town My heart is a ghost town There's no one left in the world I'm gunslingin' Don't give a fuck if I go Down down down I got a voice in my head that keeps singing Oh my heart is a ghost town My heart is a ghost town Oh my heart is a ghost town Said my heart My heart is a ghost town My heart is a ghost town,7Df0z75yVuHOFEuAbk40lA,0.703,0.736,-5.709,0,0.186,0.274,119.955
  Will Smith  ,Gettin` Jiggy Wit It,On your mark ready set let's go dance floor pro I know you know I go psycho when my new joint hit just can't sit gotta get jiggy wit it ohh that's it now honey honey come ride DKNY all up in my eye you got a Prada bag with alot a stuff in it give it to your friend let's spin everybody lookin' at me glancin' the kid wish you nig was dancin' the jig here with this handsome kid ciga-cigar right from Cuba-Cuba I just bite it it's for the look I don't light it illway to amay on the ance-day oor-flay give it up jiggy make it feel like foreplay yo my cardio is infinite ha ha big willie style's all in it  Chorus:  na na na na na na na nana na na na na nana gettin jiggy wit it repeat 3x  what you wanna ball with the kid watch your step you might fall trying to do what I did mama-unh mama-unh mama cusa in the middle of the club with the rub-a-dub no love for the haters mad cause I got floor seats at the Lakers see me on the fifty yard line with the Raiders met Ali he told me I'm the greatest I got the fever for the flavor of a crowd pleaser DJ play another from the prince of this your highness only bad chicks ride in my whips south to the west to the east to the north bought my hits and watch 'em go off a go off ah yes yes yall ya don't stop in the winter or the (summertime) I makes it hot gettin jiggy wit 'em  Chorus  eight-fifty I.S. if you need a lift who's the kid in the drop who else Will Smith livin' that life some consider a myth rock from south street to one two fifth women used to tease me  give it to me now nice and easy since I moved up like George and Wheezey cream to the maximum I be askin' 'em would you like to bounce with the brother that's platinum never see Will attackin' 'em I rather play ball with Shaq and 'em flatten 'em psyche hittin' you thought I took a spill but I didn't trust the lady of my life she hittin' hit her with a drop top with the ribbon crib for my mom on the outskirts of Philly you trying to flex on me don't be silly getting juggy wit it,0weAUscowxeqDtpCgtbpgp,0.881,0.874,-4.505,1,0.0175,0.858,107.891
  Aaron Carter  ,Aaron`s Party (Come Get It) (Interlude: Candy Call),"Here's a little bit of old school for ya That goes a little something like this I always tried to be the flyest kid in the block The popular one with the rising stocks So that's when I had this bright idea Throw the party of the month No the party of the year All the fine girls couldn't turn it down Now all I gotta do is get my parents out Should I send them to a movie No, send them to a show Let me think It's gotta be long though I said Mom Dad yo why ya sittin home It's a Friday night have you seen Aunt Joan And don't worry about stayin' out too long Don't fuss over me I'll be fine alone Have a good time The door bell rings cuz the party's here I'm crankin up the stereo like it's New Years Walkin' 'round the house like who's Da Man Everybody do it like Aaron can First on the floor you know that's me Bustin' out the moves like it's MTV I'm guessin' where I'm goin' cuz I lost my head Then I jumped on table this is what I said People all around you gotta Come get it Everyone together sing it loud Come get it Jump all around come on Come get it What Come get it Say it again Come get it People all around you gotta Come get it From the left to the right make noise Come get it Here we go now come on Uh uh what what  Things are goin' great Then to my surprise Some people walked in I didn't recognize I said fellows yo ya gotta get out Hey man I heard this was an open house Open house Yeah that's what the flyers said I didn't put out flyers Well somebody did Then walked in The girl I'm crushin' And the kid spilled juice On my Mom's new cushion I turned around and Another kid broke the lamp I hope they weren't expensive They got them from France For now I won't sweat it I'll clean it up later There's a honey over there And I really wanna meet her People all around you gotta come get it Everyone together sing it loud come get it Jump all around come on come get it What come get it Say it again here we go uh People all around you gotta come get it From the left to the right make noise come get it Here we go now come on Uh uh what what Aaron C's in the house here we go Come with it Break it down  Is that a car door Oh dang I'm in trouble Everybody get out now On the double I'm dead your done that's it for me I'm gonna be picked off my family tree Once Mom finds out 'bout this party I had I don't even wanna start thinkin' about dad I'm hustlin around the house Trying to clean up the mess I sure put my new white Nikes to the test The car door slammed And they're walking up the steps I guess life is good with 10 seconds left People all around you gotta come get it Everyone together sing it loud come get it Jump all around come on come get it What come get it Say it again People all around you gotta come get it From the left to the right make noise come get it Aaron C's in the house come on Uh what what",0osyPhZsaMy7AlYNajBMBq,0.942,0.891,-4.105,1,0.0455,0.928,117.013
  Ace Of Base  ,Told My Ma,"""[Chorus] I told my ma, about the town I love so well I told my ma, about the town I love My time will come, raising up my family I told my ma, about the town I love I'm leaving for an island, way down in the south Where the roads are curved and dusty with no names The people's so inviting, they're smiling everywhere With a tempo I can share [Chorus] I'd like to get together, where there's samba in the streets In a tropical favela to the beats In Santa Catarina, a hot summer night Are you ready, to ignite? [Chorus] I said Oh oh hungry eyes, hungry eyes My apprise, all for you Oh, hungry eyes Until the morning's arise [Chorus: x2]  """,2IckVwNVweLJqhRrv4rIHM,0.728,0.837,-3.13,1,0.111,0.77,102.035
  Yuna  ,All I Do,All I Do Is think about you Sleep late and wake up then I'll just stay in my bed A little afternoon I'll go get some food Call up anyone to go do something fun Tell me if there is a way To fall out of love with you Cause all I do I do all day Is missin' my time with you Now that I don't have you It's all I do I'll go to dance Class ends at 9 pm I'll go right back home again oh Tell me if there is a way To fall out of love with you Cause all I do I do all day Is missin' my time with you Tell me what I should do I'm on my knees I pray That I will be okay You're just a memory to me But still all I do all day is livin' a lie Thinking what it'd be like if you stayed All I do Yeah Is think about you Tell me if there is a way To fall out of love with you Cause all I do I do all day Is missin' my time with you Tell me what I should do It's all I do It's nothing new It's all I do Is think about,1a2UGfluPyrXHTbL1NeFbR,0.61,0.22,-9.962,1,0.89,0.212,135.055
  Michael Jackson  ,Off The Wall,Girl Close Your Eyes Let That Rhythm Get Into You Don't Try To Fight It There Ain't Nothin' That You Can Do Relax Your Mind Lay Back And Groove With Mine You Got To Feel That Heat And We Can Ride The Boogie Share That Beat Of Love I Wanna Rock With You Dance You Into Day I Wanna Rock With You We're Gonna Rock The Night Away Out On The Floor There Ain't Nobody There But Us Girl When You Dance There's A Magic That Must Be Love Just Take It Slow 'Cause We Got So Far To Go When You Feel That Heat And We're Gonna Ride The Boogie Share That Beat Of Love I Wanna Rock With You Dance You Into Day I Wanna Rock With You We're Gonna Rock The Night Away And When The Groove Is Dead And Gone You Know That Love Survives So We Can Rock Forever On  I Wanna Rock With You I Wanna Groove With You  I Wanna Rock With You I Wanna Groove With You With You Girl Rock With You Rock With You Dance The Night Away I Wanna Rock With You Rock You Into Day I Wanna Rock With You Rock The Night Away Feel The Heat Feel The Beat Rock You Into Day,3zYpRGnnoegSpt3SguSo3W,0.827,0.595,-13.909,0,0.182,0.921,118.741
  Matt & Kim  ,I`m A Goner (Feat. Soulja Boy & Andrew W.K.),"I feel so high like I'm on a plane Like I'm on a cloud nine and I'm making it rain Black shoes, black shirt, black hat, black diamonds Black everything I brought black back Black Franck Muller, Tell our haters bout' that I'm so out of here, you can't stop that Fast is a fact, I can't feel my face I'm so outta space, I'm so in a daze Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Come with me, I'm a goner Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Life's too short to wait any longer Well I'm a goner, can't you see Started shallow going deep I'm a goner, can't you see Singing six feet beneath I'm a goner, bit by bit Bit's too thin, I'm overhead Chalk drawn picture, while you sleep I'm a goner, can't you see I said I'm a goner, you better not look for me I'm a goner I'm long gone Now boy I'm telling you I'm a goner You're never ever gonna find me Oh I'm a goner I'm long gone so sing that song Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Come with me, I'm a goner Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Life's too short to wait any longer I'll be there in a minute don't you wait for me Believe me I'm a goner it's too late for me Take me on my shoes no replacing me It's okay, I'm living two lives no saving me Oh, Oh I said Oh, Oh I said Oh, Oh, Oh Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Come with me, I'm a goner Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Life's too short to wait any longer Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Come with me, I'm a goner Believe me I said, I'm a goner All my life you've known, I'm a goner Believe me, I'm a goner Life's too short to wait any longer",0NnTHd1pUbLh7YPU4WAbfX,0.48,0.714,-4.326,0,0.017,0.381,185.999
  Jessica Mauboy  ,Pop A Bottle (Fill Me Up),Day and night Day and night Your on my mind On my mind It's only you and I You and I Just you and me Yeah Oh Got me drunk on your love So where's the after party Cause I'm just getting started Hey hey hey Keep on pouring it up And don't you ever stop it I know you know I want it But I don't want to wait until the weekend comes Just so I can pop a bottle of your love Take another shot I never get enough Come on and fill me up fill me up But I don't want to wait until the weekend comes Just so I can pop a bottle of your love Take another shot I never get enough Come on and fill me up fill me up Up up oowah oowah fill me Up up oowah oowah fill me Up up oowah oowah fill me come on and fill me up fill me up Drink it down Drink it down And I feel it now Feel it now You got me going wild Going wild I want to scream Ahaaaa Cause I'm so drunk on your love Don't want to leave the party Yeah I'm just getting started Hey hey hey Keep on pouring it up And don't you ever stop it I know you know I want it But I don't want to wait until the weekend comes Just so I can pop a bottle of your love Take another shot I never get enough Come on and fill me up fill me up But I don't want to wait until the weekend comes Just so I can pop a bottle of your love Take another shot I never get enough Come on and fill me up fill me up Up up oowah oowah fill me Up up oowah oowah fill me Up up oowah oowah fill me come on and fill me up fill me up Gimme gimme more Let it pour Till it over flows Anything you want Takeit all Come on give it to me Gimme gimme more Let it pour Till it over flows Anything you want Takeit all Come on give it to me But I don't want to wait until the weekend comes Just so I can pop a bottle of your love Take another shot I never get enough Come on and fill me up fill me up But I don't want to wait until the weekend comes Just so I can pop a bottle of your love Take another shot I never get enough Come on and fill me up fill me up Up up oowah oowah fill me Up up oowah oowah fill me Up up oowah oowah fill me come on and fill me up fill me up Hahaha,0AkySGxiptI7lb2A5lE4UM,0.721,0.891,-2.27,1,0.0348,0.903,126.009
  Marc E. Bassy  ,Til I Get Found,If you love me baby cut me off Leave me high and dry That's my bridge across If you love me baby break me down Leave me lost and all alone Until I get found 24 karats of gold Is how bright you shine Girl you're the fairest That I'll ever find And I let go all the roster just to lock you down But you won't let go of all them dudes for me And I got this lock and key but has your heart been found You will never open up for me I told her If you love me baby cut me off Leave me high and dry That's my bridge to cross If you love me baby break me down Leave me lost and all alone Until I get found 'Til I get found 'Til I get found 'Til I 'til I 'til I 'til I 'til I 'til I 'Til I get found 'Til I 'til I 'til I 'til I 'til I 'til I You lay your head down across my chest Look up with innocent eyes and say You know you love me the best And I'll let go all the roster just to lock you down But you won't let go of all them dudes for me And I got this lock and key but has your heart been found You will never open up for me I told her If you love me baby cut me off Leave me high and dry That's my bridge to cross If you love me baby break me down Leave me lost and all alone Until I get found 'Til I get found 'Til I 'til I 'til I 'til I 'til I 'til I 'Til I 'til I 'til I 'til I 'til I 'til I 'Til I get found 'Til I 'til I 'til I 'til I 'til I 'til I 'Til I 'til I 'til I 'til I 'til I 'til I 'Til I get found If you love me baby cut me off Leave me high and dry That's my bridge to cross If you love me baby break me down Leave me lost and all alone Until I get found 'Til I get found 'Til I get found If you love me baby cut me off Leave me high and dry That's my bridge to cross If you love me baby break me down Leave me lost and all alone Until I get found,3UReTN3heQsznBG8edEcTU,0.766,0.703,-6.57,0,0.0704,0.395,104.964
  Nina  ,Someday,Someday you're gonna realize One day you'll see this though my eyes By then I won't even be there I'll be happy somewhere Even if I cared I know you don't really see my worth You think you're the last guy on earth Well I've got news for you I know I'm not that strong But it won't take long Won't take long Cause someday someone's gonna love me The way I wanted you to need me Someday someone's gonna take your place One day I'll forget about you You'll see I won't even miss you Someday Someday Right now I know you can tell I'm down and I'm not doing well But one day these tears they will all run dry I won't have to cry sweet goodbye Cause someday someone's gonna love me The way I wanted you to need me Someday someone's gonna take your place One day I'll forget about you You'll see I won't even miss you Someday I know someone's gonna be there Someday someone's gonna love me The way I wanted you to need me Someday someone's gonna take your place One day I'll forget about you You'll see I won't even miss you Someday Someday,1MkiRsYBkXbXvdiYvTTiQT,0.556,0.212,-11.197,1,0.941,0.514,133.392
  Juris  ,Got To Believe In Magic,"Take me to your heart Show me where to start Let me play the part of your first love All the stars are right Every wish is ours tonight My love  Verse 2 Pity those who wait Trust in love to faith Finding out too late that they've lost it Never letting go They will never know the ways of love  Chorus Got to believe in magic Tell me how two people find each other In a world that's full of strangers You've got to believe in magic Something stronger than the moon above Cause it's magic when two people fall in love  Verse 3 I may never know Why I need you so All I need to know is this feeling Handle it with care We were born to share this dream, my love  Chorus Got to believe in magic Tell me how two people find each other In a world that's full of strangers You've got to believe in magic Something stronger than the moon above Cause it's magic when two people fall in love  Bridge Oh, you've got to believe in magic Tell me how two people find each other In a world that's full of strangers You've got to believe in magic Something stronger than the moon above Cause it's magic when two people fall in love  Verse 4 In a world that's full of strangers You've got to believe in magic Something stronger than the moon above  Verse 5 Cause it's magic when two people fall Magic when two people fall Magic when two people fall In love",00RAe9PMz8cjuaRCZHQFaR,0.311,0.259,-11.727,1,0.827,0.166,143.933
  Gareth Gates  ,One And Ever Love,It's cold outside so understand if I don't hang around to wait I'll say goodbye and kiss your hand and then get on with being brave but don't expect to wipe away the tears cause you know they belong and someone else just went away before I ever came along and tried to melt the snow and tried to melt the snow and meanwhile I'll be here and I pray to god above that someday you might learn again it's you I'm dreaming of and meanwhile I'll be here and I pray to god above that someday you might turn again to me your one and ever love It's cold outside so understand If I don't hang around and cry I let you go without a word a memory bluer that the sky and I've tried not to watch you go and i'll try not to stand alone behind you in the snow behind you in the snow and meanwhile I'll be here and I pray to god above that someday you might turn again to me your one and ever one and ever carry me away to a world that doesn't lead to you so I don't have to say for all the days you wanna be there meanwhile I'll be here and I pray to god above that someday you might learn again it's you I'm dreaming of and meanwhile I'll be here and I pray to god above that someday you might turn again to me your one and ever love and meanwhile I'll be here and I pray to god above that someday you might turn again to me your one and ever love,1PmMARBkIO7CZDQ65wD4C1,0.615,0.57,-7.953,1,0.233,0.344,98.995
  Johnny Orlando  ,Sleep,Lights are getting low everyone's gone But I don't wanna go Stay a little while I know it's late But all we got is time And I don't wanna fall asleep now 'Cause being with you right now Is better than our dreams now So baby we should stay awake now Let's drive around this ghost town And they can have their lights out Don't wanna fall asleep fall asleep fall asleep 'Cause being with you right now Is better than our dreams now Not gonna fall asleep fall asleep fall asleep Let's drive around this ghost town until the morning light Empty streets at night Just doin' nothing never felt so right When you're by my side everything's better Stay until sunrise And I don't wanna fall asleep now Let's drive around this ghost town And they can have their lights out Don't wanna fall asleep fall asleep fall asleep 'Cause being with you right now Is better than our dreams now Not gonna fall asleep fall asleep fall asleep Let's drive around this ghost town until the morning light Fall asleep Fall asleep Fall asleep Fall a Fall asleep Fall asleep Fall asleep Fall a And I don't wanna fall asleep now Real life is better than our dreams now So baby we should stay awake now Let's drive around this ghost town until the morning light Don't wanna fall asleep fall asleep fall asleep 'Cause being with you right now Is better than our dreams now Not gonna fall asleep fall asleep fall asleep Let's drive around this ghost town until the morning light Don't wanna be without you Fall asleep fall asleep fall a Fall asleep fall asleep fall a,4PkMVAihnrYVRMiFZd7m3y,0.566,0.642,-6.442,0,0.348,0.565,112.005
  Elvis Presley  ,"I Want You, I Need You, I Love You",Hold me close hold me tight Make me thrill with delight Let me know where I stand from the start I want you I need you I love you With all my heart Ev'ry time that you're near All my cares disappear Darling you're all that I'm living for I want you I need you I love you More and more I thought I could live without romance until you came to me But now I know that I will go on loving you eternally Won't you please be my own Never leave me alone 'Cause I die ev'ry time we're apart I want you I need you I love you With all my heart Well I thought I could live without romance until you came to me But now I know that I will go on loving you eternally Won't you please be my own Never leave me alone 'Cause I die ev'ry time we're apart I want you I need you I love you With all my heart,60tEaPHRJLnMzbyOPTeh3A,0.441,0.33,-11.186,1,0.875,0.726,78.744
  James Bay  ,Us (Acoustic),"Sometimes I'm beaten Sometimes I'm broke ‘Cause sometimes this city is nothing but smoke Is there a secret? Is there a code? Can we make it better? 'Cause I'm losing hope  [Chorus] Tell me how to be in this world Tell me how to breathe in and feel no hurt Tell me how 'cause I believe in something I believe in us  [Verse 2] After the wreckage After the dust I still hear the howling, I still feel the rush Over the riots, above all the noise Through all the worry, I still hear your voice  [Chorus] So, tell me how to be in this world Tell me how to breathe in and feel no hurt Tell me how ‘cause I believe in something I believe in us Tell me when the light goes down That even in the dark we will find a way out Tell me now 'cause I believe in something I believe in us  [Bridge] We used to be kids living just for kicks In cinema seats, learning how to kiss Running through streets that were painted gold We never believed we'd grow up like this  [Chorus] So tell me how to be in this world Tell me how to breathe in and feel no hurt Tell me how 'cause I believe in something I believe in us Tell me when the light goes down That even in the dark we can find a way out Tell me now 'cause I believe in something I believe in us I believe in something And I believe in us",0GTPn99cNZRVl2Kv0bcwNI,0.373,0.249,-8.025,1,0.871,0.21,71.552
  Alizee  ,Moi... Lolita,Moi je m'appelle Lolita  Lo ou bien Lola  Du pareil au meme  Moi je m'appelle Lolita  Quand je reve aux loups  C'est Lola qui saigne  Quand fourche ma langue  j'ai la un fou rire aussi fou  Qu'un phenomene  Je m'appelle Lolita  L'eau de vie  l'eau aux amours diluviennes  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita  Moi je m'appelle Lolita  Collegienne aux bas  Bleus de methylene  Moi je m'appelle Lolita  Colereuse et pas  Mi coton mi laine  Motus et bouche qui n'dis pas  A maman que je suis un phenomene  Je m'appelle Lolita  Lo de vie  lo aux amours diluviennes  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita  lo li ta  lo li ta  lo li ta  lo li ta  lo li ta  lo li ta  lo li ta  lo li ta  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita  C'est pas ma faute  Et quand je donne ma  langue aux chats  Je vois les autres  Tout prets a se jeter sur moi  C'est pas ma faute a moi  Si j'entends tout autour de moi  L O L I T A  Moi Lolita,6e0LjNPkRqxIAlmmdjWSV8,0.628,0.888,-3.74,0,0.0519,0.577,107.958
  MKTO  ,Goodbye Song (Clean Ver.),"Ya I'ma put your shit out on the lawn Leave my heart and take your bone There's nothing left to say so long MKTO This is your goodbye goodbye song La la la la la This is your goodbye song La la la la la I waited for you till six in the morning You said the party was over at 4 and No work, no calls, no text Someones about to by my next ex next ex And I've been sitting here watching reruns even Betty Whites lookin at me like a bum I've called every single person I know and I guess I don't know the one that you bonin So what am I to do Girl what I'ma do I'm up to here with you I'm up to here with you I can't believe you threw it all away Uh oh Come on So I'ma put ya shit out on the lawn Leave my heart and take your bone Theres nothing left to say so long This is your goodbye goodbye song I used your pictures on the wall You can find them in the bathroom stall Theres nothing left to say it's all so long This is your goodbye song La la la la la This is your goodbye song La la la la la Promises promises broken friends Uh shoes, clothes, everything brand names Start em on fire Ya lite um up BYOB everybody bring a cup Yup We gonna dance only memories a must So heres a toast to how we screw it up To make sures theres a happy ending I'm gonna hook up with your mom Call me So what am I suppose to do what am I to do I'm still in love with you I'm still in love with you Can't believe you threw it all away So I'ma put shit out on the lawn Leave my heart and take your bone take your bone Theres nothing left to so long This is you goodbye goodbye song Now used your pictures on the wall You can find em in the bathroom stall Theres nothing left to say it's all so long This is your goodbye song La la la la la This is your goodbye song La la la la la Goodbye Goodbye have a nice life What uh baby eh sayonara hasta la vista I'll be outta here if I can only get a reason it was good while it lasted but now it's in the past In case you didn't get it Goodbye Goodbye Goodbye have a nice life ohhhh Whoa whoa Well now that all that's said baby you know uh I have to go do something I locked my keys in the car I gotta go take somebody somewhere I'm taking off I gotta Go BYE Ohhhh whoaaaa baby Goodbye baby goodbye baby Now come on girl come on Cause I'ma put ya shit out on the lawn Leave my heart and take your bone leeeeave my heeaaart Theres nothing left to say so long This is your goodbye goodbye song Now used your pictures on the wall You can find em in the bathroom stall Theres nothing left to say it's all so long This is your goodbye song La la la la la This is your goodbye song La la la la la Goodbye song this is your goodbye song La la la la la this is my goodbye aye Man I wish you the best but I'ma got is way you go that way you know it wasn't working out man Na na na na na ya Na na na na na na na ya Na na na na na This is you good bye",5XY2LEP0uEeUuDMVNdNTI8,0.717,0.857,-5.222,1,0.0526,0.739,99.019
"  Jhay Cortez ,  J. Balvin ,  Bad Bunny  ",No Me Conoce (Remix),"Se hace la que no me conoce Pero en mi cama se volvi처 un vicio como la 5-12 Yeh-yeh-yeh-yeh me sigue' Nunca se deja ver Nunca se deja ver 징no No sabe disimular No sabe disimular Tiene lo suyo y le va bien Pero de noche conmigo le gusta portarse mal Llega y lo que quiere es pecar, eh Est찼 puesta pa�� bellaquear, eh La presi처n Yo no la paro, y a veces mira raro y  Coro: Jhay Cortez Se hace la que no me conoce La que no me conoce Pero en mi cama se volvi처 un vicio como la 5-12 Como la 5-12 Me la como entera, nadie se entera Un par de amiga' Un par de amiga' To��as solteras, siempre la velan pa' que ella siga Siga Se hace la que no me conoce La que no me conoce Pero en mi cama se volvi처 un vicio como la 5-12 Como la 5-12 Me la como entera, nadie se entera Un par de amiga' Me sigue' To'as solteras, siempre la velan pa' que ella siga Pa' que ella siga  Verso 1: Bad Bunny Eh, si las miradas mataran, la tuya me hizo el amor Se ve que t첬 est찼s a vapor Ella mata con traje y cuando se viste sport Tiene el booty XL, pero usa los pantie' small Una�� pa��l no aguntan presi처n y la tienen bloque찼', eh Un pa��l de psycho, stalke찼' No brega en la calle, pero est찼 baque찼' La baby est찼 muy dura, pa' m챠 que est찼 hacke찼��, eh Chiquitita pero grandota, en la uni, buenas nota', eh Ni챰a buena, se le nota, pero le explota la nota y  Coro: Bad Bunny & Jhay Cortez Se hace la que no me conoce La que no me conoce Pero en mi cama Se lo met챠 en cuatro y en to'ita' las pose' To'ita' las pose', eh Me la como entera, nadie se entera Con par de amiga' Con par de amiga' To'as solteras, siempre la velan pa' que ella siga Pa' que ella siga Se hace la que no me conoce La que no me conoce Pero en mi cama se volvi처 un vicio como la 5-12 Como la 5-12 Me la como entera, nadie se entera, un par de amiga' To'as solteras, siempre la velan pa' que ella siga Pa' que ella siga me sigue'  Verso 2: J Balvin Me llama pa' que yo la pruebe y Yah Cuando yo la toco, eso llueve ah챠 Ella se visti처 y yo la desvest챠 Que s챠 Nunca dice No, siempre dice S챠 Wuh Cuando quiere bailar, el dembow la azota Qu챕 Ella se pone loca Ella lo que quiere es peinarse y arreglarse Llega a la disco a soltarse Que si me conoce, dice No, oh-oh, pero sabe bien que s챠, ih-ih Ella lo mezcla con alcohol, oh-oh, como cuando yo le di, ih En toda' las poses, preguntan y dice No s챕 De contacto tiene Jose y siempre despu챕s de las 11 o 12  Verso 3: Jhay Cortez Tira pa' que yo la pruebe Se pone olorosa y me gusta como huele Como huele Instagram privado pa' que nadie la vele Se puso bonita porque sabe que hoy se bebe A portarse mal, pa' sentirse bien No quer챠a fumar pero le dio al pen S챠 Una Barbie, pero no busca un Ken No Siempre le llego cuando dice Ven Pa' portarse mal, se viste bien Dice la verdad y a vece' miente tambi챕n Apaga las notificacione' en el cel Ella tiene lo suyo, pero hoy quiere joder  Pre-Coro: Jhay Cortez Y yo le di por el expre-so Le llen챕 el cuello de be-so' Le hice tiempo como un pre-so Si la ve', no le hable' de e-so, que  Coro: Jhay Cortez & J Balvin Se hace la que no me conoce La que no me conoce Pero en mi cama se volvi처 un vicio como la 5-12 Como la 5-12 Me la como entera, nadie se entera Un par de amiga' Un par de amiga' To'as solteras, siempre la velan pa' que ella siga Siga Se hace la que no me conoce La que no me conoce Pero en mi cama se volvi처 un vicio como la 5-12 Como la 5-12 Me la como entera, nadie se entera Un par de amiga' Un par de amiga' Todas solteras, siempre la velan pa' que ella siga Pa' que ella siga me sigue  Outro: Jhay Cortez, Bad Bunny & J Balvin J Balvin, man D챠melo Balvin Bad Bunny Latino gang Me sigue' La presi처n Jhayco, Jhay Cortez Jhayco, Jhay Cortez, eh Oasis team Bad Bunny Eh-eh-eh Na-na-na Yeh-yeh-yeh-yeh Bad Bunny, J Balvin Bad Bunny, baby-be-b챕 Jhay Cortez Na', no va a ser ustedes Bad Bunny, baby-be-b챕, eh-eh-eh Me sigue' o no me sigue' todav챠a Yo creo que s챠 Si Mvsis vuelve a poner un ritmo as챠, lo vuelvo a partir Qu챕 fue Jaja Oasis, Oasis La trinidad",4R8BJggjosTswLxtkw8V7P,0.806,0.786,-3.831,0,0.145,0.58,91.973
