artist,title,lyric,track_id,danceability,energy,loudness,mode,acousticness,valence,tempo
  Imperial Mammoth  ,Requiem On Water,Slowly paddle through the lake Straight to the very center Of the darkest water Where we can embrace the shadows on the surface The eyes that look up lifeless From our twins below And though your arms and legs are under Love will be the echo in your Ears when all is lost in plunder My love will be there still True its chilling to behold Up close we stumble backwards Laughing in our boats till The image sinks away to someplace far for certain A land of new suspension Where someday we must go And though your arms and legs are under Love will be the echo in your Ears when all is lost is plunder My love will be there still And though your arms and legs are under Love will be the echo in your Ears when all is lost is plunder My love will be there still,1T02TSO5HAzOGFUrZnu8JM,0.673,0.17,-14.733,1,0.936,0.197,109.97
  Ed Sheeran  ,"You Need Me, I Don`t Need You",Now I'm in town break it down thinking of making a new sound Playing a different show every night in front of a new crowd That's you now ciao seems that life is great now See me lose focus as I sing to you loud I can't no I won't hush I say the words that make you blush I'm gonna sing this now See I'm true my songs are where my heart is I'm like glue I stick to other artists I'm not you now that would be disastrous Let me sing and do my thing and move to greener pastures See I'm real I do it all it's all me I'm not fake don't ever call me lazy I won't stay put give me the chance to be free Suffolk sadly seems to sort of suffocate me 'Cos you need me man I don't need you You need me man I don't need you You need me man I don't need you at all You need me man I don't need you You need me man I don't need you You need me man I don't need you You need me man I don't need you at all You need me I sing I write my own tune and I write my own verse hell Don't need another wordsmith to make the tune sell Call yourself a singer writer you're just bluffing Name's on the credits and you didn't write nothing I sing fast I know that all my shit's cool I will blast and I didn't go to BRIT School I came fast with the way I act right I can't last if I'm smoking on a crack pipe And I won't be a product of my genre My mind will always be stronger than my songs are Never believe the bullshit that fake guys feed to ya Always read the stories that you hear in Wikipedia And musically I'm demonstrating When I perform live feels like I am meditating Times at The Enterprise when some fella filmed me Young singer writer like a Gabriella Cilmi 'Cos you need me man I don't need you You need me man I don't need you You need me man I don't need you at all You need me man I don't need you You need me man I don't need you You need me man I don't need you You need me man I don't need you at all You need me 'Cos with the lyrics I'll be aiming it right I won't stop till my name is in lights At stadium heights with Damien Rice on red carpets now I'm on Arabian nights Because I'm young I know my brother's gonna give me advice Long nighter short height and I'm going hyper Never be anything but a singer songwriter Yeah the game's over but now I'm on a new level Watch how I step on the track without a loop pedal People think that I'm bound to blow up I've done around about a thousand shows But I haven't got a house plus I live on the couch So you believe the lyrics when I'm singing them out From day one I've been prepared with VO5 wax for my ginger hair So now I'm back to the sofa giving a dose of what the future holds 'Cos it's another day plus I keep my last name forever keep this genre pretty basic Gonna be breaking into other people's tunes when I chase it And replace it with the elephant in the room with a facelift Into another rapper's shoes using new laces I'm selling CD's from my rucksack aiming for the papers Selling CD's from my rushsack aiming for majors Nationwide tour with Just Jack still had to get the bus back Clean cut kid without a razor for the moustache I hit back when the pen hurts me I'm still a choir boy in a Fenchurch tee I'm still the same as a year ago but more people hear me though According to the MySpace and YouTube videos I'm always doing shows if I'm not I'm in the studio Truly broke never growing up call me Rufio Melody music maker reading all the papers They say I'm up and coming like I'm fucking in an elevator 'Cos you need me man I don't need you You need me man I don't need you You need me man I don't need you at all You need me man I don't need you You need me man I don't need you You need me man I don't need you You need me man I don't need you at all You need me man I don't need you,5KL4iZkCTZyXl7KnHgfVDj,0.749,0.837,-8.837,1,0.162,0.927,103.483
  라벤더로즈  ,사랑이 시작되는 순간,사랑은 어떻게 시작 되는 걸까 평소와 다름없는 오늘 날씨가 좋아서 일까 오묘한 기분 왠지 더욱 다정한 네 모습에 괜스레 감동받는 내 맘 길을 걷다 부딪치는 손에 마주치는 눈빛 시작 된 걸까 그럴 리 없어 매번 이성을 찾아도 문득문득 떠오르는 네 모습에 핸드폰을 들었다 놨다 이게 사랑일까 언제부터 너의 시선 피하게 되고 너와 멀찌감치 걷게 돼 그러다 뒤돌아 내게 손 내밀며 웃는 너 시작 된 걸까 그럴 리 없어 매번 이성을 찾아도 문득문득 떠오르는 네 모습에 핸드폰을 들었다 놨다 이게 사랑일까 어울리지 않아 생각했는데 어느 샌가 우리 미소가 닮아있어 그럴 리 없어 매번 이성을 찾아도 문득문득 떠오르는 네 모습에 핸드폰을 들었다 놨다 이게 사랑일까 지금 너에게 달려가고 있어 우린 사랑 이야,6o3J0UlZM04C2TeBTDj3C9,0.865,0.433,-4.511,1,0.611,0.529,120.02
  Glen Campbell  ,Love Is A Lonesome River,On a street in some big city lives the girl I love so well She left me for another now there's nothing much to tell As I try to fit my life in a different mode I find That love is a lonesome river running through the lonesome mind I took a plane to back when I was just a child that played Time sure changed this old town oh it's not the same today As I try to meet old friends none do I find Cause love is a lonesome river running through the lonesome mind [ strings ] There's trees along this river that are overgrown with pines There's pools along this river where the sun will never shine   As I look into my heart and count my loss I find That love is a lonesome river running through the lonesome mind Yes love is a lonesome river running through the lonesome mind,5JdpgaUmEeem1X31ytiIY7,0.377,0.353,-12.398,1,0.0445,0.645,78.593
  김광석  ,슬픈 노래,긴 세월 흘러간 줄 알았는데 모두 다 잊은 줄 알았는데 이 밤 또 다가와 내 마음을 울려요 빗물처럼 다가와 꿈처럼 흘러간 줄 알았는데 흔적 없이 잊은 줄 알았는데 지나는 가로수 잎새마다 이슬이 눈물처럼 흘러요 너를 만난 세상 슬픈 우연 속에서 잊혀지지 않는 너의 모습 그리며 우네 사랑은 긴 그림자로 남아 너와 걷던 그 길가에 꽃들은 피어 온 세상 꽃향기로 반기는데 잊혀진 추억은 내 마음을 울려요 꽃향기로 다가와 아직도 이 거리는 알고 있는데 지나치는 바람도 알고 있는데 그대는 잊었나요 비 내리던 그 벤치를 모두 잊어버렸나요 너를 만난 세상 슬픈 우연 속에서 잊혀지지 않는 너의 모습 그리며 우네 사랑은 긴 그림자로 남아,2aMCQzZg01mgy5fenSWzZY,0.394,0.106,-20.061,1,0.692,0.361,151.102
  강태구  ,강의 위로,어디에서 불어오는 바람인지 내 맘 깊숙하게 불어와 불어와 언제쯤에 느꼈었던 감정인지 내 맘 고요하게 찾아와 찾아와 외로움과 슬픔으로 가득했던 푸른 밤과 새벽 그 마음 다 모두 알고 있는 듯이 내 맘 잔잔하게 흘러와 흘러와,7eZy7PFJpOwV9D5dTX2QAc,0.526,0.253,-10.884,1,0.809,0.0746,76.938
  Seth Ennis  ,Call Your Mama,Take one last look in that rear view on your way Outta that stick around town you're about to leave behind And go get lost to find yourself Don't be afraid to go and have yourself the craziest of times Make some new friends Be someone you've never been But every now and then Call your mama Sit and listen to her small town drama And get you all caught up on all your sisters and your brothers Boy listen to your mother 'Cause you ain't ever gonna get another Someone you get to call your mama yeah One of these days on down the road You're gonna find You a strong willed girl with a gentle heart like hers And don't forget to call her dad 'fore you buy that ring And if they both say yes then first things first Call your mama Sit and listen to her small town drama And get you all caught up on all your sisters and your brothers Boy listen to your mother 'Cause you ain't ever gonna get another Someone you get to call your mama And do it while you can Even when you don't wanna 'Cause there's gonna come a day the good Lord's gonna Call your mama Mmm he's gonna call your mama Yeah pick up the phone boy you better call your mama Sit and listen to her small town drama Get you all caught up on all your sisters and your brothers Oh tell her that you love her 'Cause you ain't ever gonna get another So call your mama Mmm you better call your mama,5idCfen1ankeJUhrksviwZ,0.575,0.484,-7.55,1,0.599,0.532,171.994
  여행스케치  ,나의 노래는,세상에서 난 가장 밝은 노랠 부르고 싶었어 슬퍼하는 모든 이에게 위로를 주는 세상에서 또 가장 슬픈 노랠 부르고 싶었어 무표정한 모든 이에게 느낌을 주는 그런 내 삶의 끝 날까지 들어주는 이 없다해도 진실한 내 마음을 난 노래 하고 싶어 지금까지 나는 나를 위한 노래만으로 많은 욕심을 채워왔지만 한번가면 다시 돌아오지 않을 삶을 후회없도록 난 사랑할꺼야  내 삶의 끝 날까지 들어주는 이 없다해도 진실한 내 마음을 난 노래 하고 싶어 지금까지 나는 나를 위한 노래만으로 많은 욕심을 채워왔지만 한번가면 다시 돌아오지 않을 삶을 후회없도록 난 사랑할꺼야 지금까지 나는 나를 위한 노래만으로 많은 욕심을 채워왔지만 한번가면 다시 돌아오지 않을 삶을 후회없도록 난 사랑할꺼야 라라 라라라라 라라 라라라라 라라라 라라 라라라 라라라라라 라라 라라라라 라라라 라라라라 라라라 라라 라라라 라라라라라라 라라 라라라라 라라 라라라라 라라라 라라 라라라 라라라라라 라라 라라라라 라라라,5U718lipK43A0rJY1UBoaN,0.546,0.468,-7.207,1,0.762,0.18,79.89
  동물원  ,말하지 못한 내 사랑,말하지 못하는 내 사랑은 어디쯤 있을까 소리 없이 내 마음 말해 볼까 울어 보지 못한 내 사랑은 음 어디쯤 있을까 때론 느껴 서러워지는데 비 맞은 채로 서성이는 마음의 날 불러 주오 나즈막히 말없이 그대를 보면 소리 없이 걸었던 날처럼 아직은 난 가진 것 없는 마음 하나로 난 한없이 서 있소 잠들지 않은 꿈 때문일까 지나치는 사람들 모두 바람 속에 서성이고 잠들지 않은 꿈 때문일까 비 맞은 채로 서성이는 마음의 날 불러 주오 나즈막히 내 노래는 허공에 퍼지고 내 노래는 끝나지만 내 맘은 언제나 하나 뿐,2bgg3kR7DcszSX4kx4akKF,0.428,0.325,-9.53,1,0.877,0.278,108.077
  동물원  ,그리움,기나긴 그 침묵의 밤이면 찾아오는 모습 잠들지 못하는 내 마음의 길을 따라서 외로운 노래 속에 잠기어 눈물 흘릴 때면 보랏빛 어둠 속에서 또 돌아오는 모습  깊은 바다와 같이 흔적 없이 흐르는 사랑의 시간 속에 그 모습 곱게 새겨 넣으며 아침이 밝아 오면 진실한 그리움의 참 뜻 이젠 알 수 있어요 진실한 그리움의 참 뜻 이젠 알 수 있어요  푸르른 풀잎으로 자라던 그 날의 추억도 색 바랜 사진으로 내게 남아 있어요 조용히 불어오는 바람이 스쳐 지날 때면 아직도 남아 있는 그대 향기 느껴요  깊은 바다와 같이 흔적 없이 흐르는 사랑의 시간 속에 그 모습 곱게 새겨 넣으며 아침이 밝아 오면 진실한 그리움의 참 뜻 이젠 알 수 있어요 진실한 그리움의 참 뜻 이젠 알 수 있어요,5LbIXEo4OFO9b9FGynMWga,0.501,0.196,-10.457,1,0.873,0.13,68.052
  Randy Travis  ,"Forever and Ever, Amen","You may think that I'm talking foolish You've heard that I'm wild and I'm free You may wonder how I can promise you now This love, that I feel for you, always will be You're not just time that I'm killing I'm no longer one of those guys As sure as I live this love that I give Is gonna be yours until the day that I die ? oh, baby I'm gonna love you forever, forever and ever, amen As long as old men sit and talk about the weather As long as old women sit and talk about old men If you wonder how long I'll be faithful I'll be happy to tell you again I'm gonna love you forever and ever, forever and ever, amen They say that time takes it's toll on a body Makes the young girls brown hair turn grey But honey, I don't care, I ain't in love with your hair And if it all fell out, well, I'd love you anyway They say that time can play tricks on a memory make people forget things they knew well, it's easy to see it's happening to me I've already forgotten every woman but you ? oh, darling I'm gonna love you forever, forever and ever, amen As long as old men sit and talk about the weather As long as old women sit and talk about old men If you wonder how long I'll be faithful well, just listen to how this song ends I'm gonna love you forever and ever, forever and ever, amen I'm gonna love you forever and ever, forever and ever, forever and ever, forever and ever, amen",4rQSLX4qMiUWL81hEQOuPY,0.701,0.68,-8.492,1,0.303,0.704,90.607
  에디킴  ,It`s Over,매일 아침마다 괴로웠어 눈을 뜨면 헤어진 날이 떠올라 개인 하늘에 내리는 비처럼 웃고 있지만 눈엔 눈물이 흘러 괜히 친구에게 전활 걸어서 오늘 밤은 뭐하냐 묻고 거울 앞에 서서 웃어 보면서 별일 없는 척도 해보지만 It's over It's over girl 가슴아 잊어줘 It's over It's over girl 이젠 끝났잖아 It's over It's over o o over 다른 밤 같은 패턴의 쳇바퀴 생활 속에 묻어있는 너의 기억 묵묵히 나아가려는 노력 속 괜찮은 척 하면 할수록 슬퍼져 괜히 친구에게 전활 걸어서 오늘 밤은 뭐하냐 묻고 거울 앞에 서서 웃어 보면서 별일 없는 척도 해보지만 It's over It's over girl 가슴아 잊어줘 It's over It's over girl 이젠 끝났잖아 괜히 친구에게 전활 걸어서 오늘 밤은 뭐하냐 묻고 거울 앞에 서서 웃어 보면서 별일 없는 척도 해보지만 It's over 가슴아 잊어줘 Forget all about that 아프지 않게 해줘 It's over 이젠 끝났잖아 It's over It's over girl 가슴아 잊어줘 It's over It's over girl 이젠 끝났잖아 It's over It's over o o over It's over o o over It's over,38nFvH28Wp84wocRnpJTWz,0.746,0.277,-8.361,1,0.68,0.612,99.998
  박강수  ,나무가 되고 싶다,푸르다 숲 드높다 저 산 마른 숨 쉬어가자고 두드린다 가슴은 멀어진 삶 길어진 방황 나는 또 길 잃은 마음 둘 곳이 없네 하늘 가까운 산 위에 구름인 듯 닿으면 나 다시 가벼운 바람이려나 나무가 되고 싶다 말없이 섯는 마음으로 슬픔도 모르고 눈물도 없는 산 위에 멀어진 삶 길어진 방황 나는 또 길 잃은 마음 둘 곳이 없네 하늘 가까운 산 위에 구름인 듯 닿으면 나 다시 가벼운 바람되려나 나무가 되고 싶다 말없이 섯는 마음으로 슬픔도 모르고 눈물도 없는 산 위에 슬픔도 모르고 눈물도 모르는 채로,5Tt9vMK9D5uh0314wWznT4,0.515,0.236,-10.316,1,0.907,0.0951,135.916
  디에이드 (The Ade)  ,달콤한 여름밤,오늘 밤은 별이 참 빛나요 우리 둘이 손을 잡고 걸어요 아직은 살짝 수줍어서 손에 땀이 자꾸 나고 가슴이 두근거려요 너를 매일 매일 자꾸 자꾸 봐도 봐도 새로워 참 좋아 뭐라 설명할 수 없는 기분 너를 매일 매일 자꾸 자꾸 보고 싶어 뭔가 홀린 듯해 All the stars are shining for you 한 여름 밤에 우리 둘이 같은 곳을 바라보죠 밤 하늘의 별도 바라보며 지금 그대로 난 좋아요 항상 우리 같은 자리에 있는 그대로 사랑해요 수많은 별들 중에 그댈 기다렸어요 달콤한 여름밤 우 달콤한 여름밤 그대와 둘이서 너를 매일 매일 자꾸 자꾸 봐도 봐도 새로워 참 좋아 뭐라 설명할 수 없는 기분 너를 매일 매일 자꾸 자꾸 보고 싶어 뭔가 홀린 듯해 All the stars are shining for you 한 여름 밤에 우리 둘이 같은 곳을 바라보죠 밤 하늘의 별도 바라보며 지금 그대로 난 좋아요 항상 우리 같은 자리에 있는 그대로 사랑해요 수많은 별들 중에 그댈 기다렸어요 항상 우리 같은 자리에 있는 그대로 사랑해요 수많은 별들 중에 그댈 기다렸어요 달콤한 여름밤 우 달콤한 여름밤 그대와 둘이서,3do4p17gbjmoXYNddUtgEh,0.677,0.523,-7.169,0,0.706,0.27,77.974
  정미조  ,휘파람을 부세요,제가 보고 싶을 땐 두 눈을 꼭 감고 나즈막이 소리 내어 휘파람을 부세요 외롭다고 느끼실 땐 두 눈을 꼭 감고 나즈막이 소리 내어 휘파람을 부세요 휘파람 소리에 꿈이 서려 있어요 휘파람 소리에 사랑이 담겨 있어요 누군가가 그리울 땐 두 눈을 꼭 감고 나즈막이 소리 내어 휘파람을 부세요 휘파람 소리에 꿈이 서려 있어요 휘파람 소리에 사랑이 담겨 있어요 누군가가 그리울 땐 두 눈을 꼭 감고 나즈막이 소리 내어 휘파람을 부세요 나즈막이 소리 내어 휘파람을 부세요,3BLv6BZs5Gf6PLOduIxKfQ,0.539,0.319,-9.835,0,0.928,0.153,76.023
  조정희 (Jung-hee Cho)  ,Blue Bird,If I were a blue bird I could sing a song for you it's just for you If you were here tonight I would dance with you with the stars shining above us Where do you go when you're lonely Tell me What you do when you feel so blue like me When I feel like that I think your eyes and your smile And suddenly the sunshine appears close to me Every time you go away I stay here Even when you're far away Every time you're far away my love is here Never ever fade away from my mind Because your angel eyes are shining in my life Every time you look away I pray here Even when you turn away my love wait here Never ever fade away from my mind Because your angel eyes are shining in my life Your endless splender leads me through the dawn And the light in your eyes Once again steals my heart Every time you go away I stay here Even when you're far away my love is here Never ever fade away from my mind Because your angel eyes are shining in my life Every time you look away I pray here Even when you turn away my love wait here Never ever fade away from my mind Because your angel eyes are shining in my life,0hrtJiEkxpablWRonRaxtT,0.445,0.198,-9.431,1,0.834,0.168,113.558
  Anderson East  ,Without You,"You're on a shadow of a dark You're someone, I can't live without Sure the sun is gonna rise, I'll be there, by your side  Chorus 'Cause I won't ever leave you, won't ever go I'll be the ground under your feet And I'll work for you baby Fingers to the bone Do you smile, I ain't gonna sleep 'Cause without you, there's no me  Verse 2 Now I'm the shadow of a dark I was wrong, I can see it now From the cradle to the grave Sometimes we lost, but sometimes we get saved  Chorus And I won't ever leave you, won't ever go I'll be the ground under your feet And I'll work for you baby Fingers to the bone Do you smile, I ain't gonna sleep 'Cause without you, there's no me  Verse 3 Nights are getting colder Your love brings the heat Put my arm around your shoulder Please stand by me, stand by me  Chorus 'Cause I won't ever leave you, won't ever go I'll be the ground under your feet And I'll work for you baby Fingers to the bone Do you smile, I ain't gonna sleep Without you, without you, there's no me",2jTNXOnOsqE8MjRM0Qtpxb,0.255,0.561,-7.76,1,0.249,0.432,138.607
  정하은  ,숨소리,고단한 하루를 눕히고 눈을 감아 마무리할 때 조용히 옆에서 들려온 우리 엄마 숨소리 언제부터 잠 들었는지 뒤척이는 몸짓에도 가만히 들숨날숨 소리만 가득 채우네 전하고 싶은 말은 많은데 세상에 예쁜 말도 많은데 항상 정리가 되지 않는 맘 언제부터 잠 들었는지 뒤척이는 몸짓에도 가만히 들숨날숨 소리만 가득 채우네 전하고 싶은 말은 많은데 세상에 예쁜 말도 많은데 항상 정리가 되지 않는 맘 사랑해요 엄마,5CPPDkKYhv0PSnmhNTY1OL,0.665,0.145,-12.056,1,0.935,0.226,116.023
  조동진  ,작은 배,배가 있었네 작은 배가 있었네 아주 작은 배가 있었네 배가 있었네 작은 배가 있었네 아주 작은 배가 있었네  작은 배로는 떠날 수 없네 멀리 떠날 수 없네 아주 멀리 떠날 수 없네  작은 배로는 떠날 수 없네 멀리 떠날 수 없네 아주 멀리 떠날 수 없네 아주 멀리 떠날 수 없네 아주 멀리 떠날 수 없네 아주 멀리 떠날 수 없네,6OStKM38fMLK2RLCCHmoZM,0.476,0.171,-16.79,0,0.807,0.0628,84.055
  Freddie King  ,Me And My Guitar,"When my baby leaves me, there is nothing I can do I pick up my guitar and then I play a little blues or two Now, a man needs some loving, I ain't different from the rest My baby, when she leaves me, ah, my whole life is in a mess  Just me and my guitar I play the blues for you, babe No matter where you are  I like to start out easy, just to get that feel When I fell me strange, you know I make it for real Then I put some hots on it and I play a time or two And love you, baby, and I don't care what you do  Babe, ah, me and my guitar I play the blues for you, babe No matter where you are, alright?  Listen to me Satisfaction don't come easy, you got to get in to make it good The way I make my guitar singing, just let my woman should She never talk right to me like some woman do I feel so sad and lonesome when I play this lowdown blues  Hey, hey, me and my guitar I play the blues for you, babe No matter where you are, alright?  Hey, baby, hey, baby, just me and my guitar I play the blues for me, baby No matter where you are",79lJvPyfzAslAhnTORW3FU,0.697,0.637,-11.672,0,0.482,0.807,102.514
  한영애  ,바라본다,코힘을 힝힝 뒷발을 힘차게 차고 달린다 코뿔소 응 뒤돌아 볼 것 없어 지나간 일들은 이미 지난일 응 저 멀리 봐 저 멀리 앞을 봐 응 코뿔소 응 코뿔손 넘어지지 않아 남들은 다리가 둘이어도 코뿔소는 다리가 넷넷 코뿔소 응 코뿔소 이 험한 세상 오늘도 달려야해 우리는 코뿔소 응 자신의 모든 문제 스스로 헤쳐서 밀고 가야해 응 저 멀리 봐 저 멀리 끝까지 응 코뿔소 아하 코뿔손 누울수가 없어 한번 누워버리며는 다신 일어설 수가 없어 코뿔소 응 코뿔소 코뿔손 넘어지면 안돼 아무도 일으켜주질 않아 이세상 모두가 남남남 코뿔소 응 코뿔소 언제인가 코뿔소가 누운 날 사람들은 코뿔소가 누웠구나 그냥 그러겠지 일어나 코뿔소 모두가 남은 아니야 내가 있잖아 다시 해봐 눈을 떠라 코뿔소 응 나를봐,1nn8yw4SOLoer4k9awg1d5,0.463,0.739,-5.125,1,0.192,0.23,131.891
  Emmy The Great  ,24,You are watching a program for exactly an hour all of these hours they will add up to a day you will sit there till they're done but there are 24 to play there'll be rims around your eyelids by the 7th or the 8th but if you go to sleep tonight you will be older when you wake and you say one man is the parachute and the other is the knife that cuts the brake  first we were born then we ran slowly out of luck you are still not Charles Bukowski and I am not Diane Cluck and I would suck the life from you if there was any left to suck and I would love you if you told me there was something there to love I would marry you for money I would marry you for money I would marry you for money or for luck I would marry you for money but I don't suppose you'll ever have enough  well the man on the screen he has done more in a minute than you have achieved in your whole entire life when you finally realize I was the best thing you had in it we'll be closing up your eyelids on the bed or once you die and I'll be sorry if it happens to you sorry if it happens to you sorry if it happens to you but I guess if one man is the cancer then his death is just the knife that makes the cut  24 for every year that we have slept day by day into the neck of the abyss and I am 24 today i don't believe I'll sit through another year of this while you are sewing up your lips and I'll be sorry that you happened to me sorry that you happened to me sorry that you happened to me but they say that one man is the accident the other is the hand that stops the blood and I am looking for the other one I'm looking for the blade to make the cut oh if one man is the accident I'm looking for a hand to stop the blood,46bhAbtacEslGNDhTPSNfS,0.574,0.214,-13.274,0,0.802,0.166,93.621
  봉티스트  ,아무것도,귀찮은 일들이 많아졌지 아마 넌 말해도 모를거야 목이 말라 탁자 위에 있는 물을 마시러 가기도 쉽지 않아 미뤄왔던 머리도 하고 밀렸던 빨래도 하고 해야할 일은 너무 많지만 저기 위에 이불 덮고 아니 이불이 나를 덮고 한몸이 되고 싶을뿐야 아무것도 하기 싫다 더욱 더 간절하게 아무것도 하기 싫다 더 격하게 아무것도 하기 싫다 더욱 더 간절하게 아무것도 하기 싫다 정말 갑자기 날 비추는 햇살에 누가 커튼을 좀 쳐줬으면 에라 모르겠다 누워있자 시간이 가면 너도 사라지겠지 보고 싶던 영화도 보고 맛있는 것도 좀 먹고 하고 싶은 일은 꽤 많지만 침대 위에 몸을 뉘어 아니 침대가 나를 엎고 한 몸이 되고 싶을 뿐야 아무것도 하기 싫다 더욱 더 간절하게 아무것도 하기 싫다 더 격하게 아무것도 하기 싫다 더욱 더 간절하게 아무것도 하기 싫다 정말 아 정말 아무것도 하기 싫다 나 지금 우울한게 아니고 늘보던 티비프로그램도 보기 싫다 난 이만 이불로 스르르륵 정말 아무것도 하기 싫다 더욱더 간절하게 아무것도 하기 싫다 더 격하게 아무것도 하기 싫다 더욱더 간절하게 아무것도 하기 싫다 정말,78vOXN5j75Y29yCjp2JbA1,0.934,0.383,-7.962,1,0.11,0.831,99.963
"  Robert Plant ,  Alison Krauss  ",Please Read The Letter,"Caught out running  With just a little too much to hide  Maybe baby  Everything's gonna work out fine  Please read the letter  I pinned it to your door  It's crazy how it all turned out  We needed so much more    Too late, too late  A fool could read the signs  Maybe baby  You'd better check between the lines  Please read the letter, I  Wrote it in my sleep  With help and consultation from  The angels of the deep    Once I stood beside a well of many words  My house was full of rings and  Charms and pretty birds  Please understand me, my  Walls come falling down  There's nothing here that's left for you  But check with lost and found    Please read the letter that I wrote  Please read the letter that I wrote    One more song just before we go  Remember baby  All the things  We used to know  Please read my letter  And promise you'll keep  The secrets and the memories and  Cherish in the deep    Ah...    Please read the letter that I wrote  Please read the letter that I wrote  Please read the letter that I wrote    Please read the letter that I wrote  Please read the letter that I wrote  Please read the letter that I wrote",56RKBQRoPy89TiA9ThGrnY,0.634,0.633,-8.04,1,0.0546,0.914,93.672
  조동진  ,바람 부는 길 (Remastered),흩어진 내 머리 어루만지며 무거운 걸음 걸음마다 끝없이 퍼져가는 바람이 쌓이는 어둔 길을 돌아서 가며 길 건너 누군가 부르는 노래소리에 귀 기울인다 내버린 발자욱 모두 지우며 내 가슴속 빈자리마다 가득히 밀려드는 바람이 쌓이는 어둔 길을 돌아서 가며 길 걷는 누군가 부르는 노래소리에 귀 기울인다,1ZI0KGywzOSKIQYoGX41zl,0.157,0.212,-14.769,1,0.873,0.126,84.109
  Kenny Wayne Shepherd  ,Alive ,"Tears to a smile it's a brand new day Roads take a turn I think I found my way Words don't always say what they mean Whisper a prayer, what will it bring, what will it bring now?  [Chorus:] And I feel, feel so alive When I'm with you Everything's fine Yeah I feel, feel so alive  I want to fly but I ain't got wings I want to sing the song you sing 'Cause when I'm with you well I feel  [Chorus:] Yeah I feel, feel so alive When I'm with you Everything's fine And I feel, feel so alive  [Chorus:] And I feel, feel so alive When I'm with you Everything's fine Yeah I feel, feel so alive...",3i6CL00C5Qdj6PSrUVGWZD,0.415,0.93,-3.736,1,0.0308,0.257,145.975
  Amos Lee  ,Kid,"Been kicked around so long you're starting to get used to how it feels The taste of blood that's in your mouth that still somehow it always heals Don't know how you keep on getting up from all those ghostly blows And all that pain that lingers deep down in the darkness where it grows  I know how hard it is to keep your head up kid To keep your head up kid  And there you sit on high all tucked away and locked up in the clouds Waiting for someone to finally come along and take you out Into this bitter world that also often treated you so cruel When they turn away you know that they will say that you're a fool  I know how hard it is to keep your head up kid I know how hard it is to keep your head up kid  And so patiently you waited for a love to come along Take you out into this bitter world so often done you wrong There you sit alone and there you shed a solitary tear Listening to a song you think that no one else would ever hear  I know how hard it is to keep your head up kid I know how hard it is to keep your head up Keep your head up, keep your head up Keep your head up, keep your head up",1R1wu7qKEC6PeDYVfx3pgp,0.47,0.351,-10.826,0,0.8,0.298,85.23
  예민  ,마술피리,원하는 세상에 모시고 가드릴께요 손을 줘봐요 제게 푸른 하늘 위에 꽃들을 생각해봐요 눈을 감으면 돼요 내안의 작은 숲을 찾아가고 싶어요  뛰놀다 잠든 나의 어린 모습 보내요 영원할 수 없었던 그대의 피리 소릴 갖고 싶은 자랑과 용기를 갖게 날 데려다줘요 원하는 세상에 모시고 가드릴께요 손을 줘봐요 제게 푸른 하늘 위에 꽃들을 생각해봐요 눈을 감아 버리면 돼요  영원할 수 없었던 그대의 피리 소릴 갖고 싶은 자랑과 용기를 갖게 날 데려다줘요 원하는 세상에 모시고 가드릴께요 손을 줘봐요 제게 푸른 하늘 위에 꽃들을 생각해봐요 눈을 감아 버리면 돼요 원하는 세상에 모시고 가드릴께요 손을 줘봐요 제게 푸른 하늘 위에 꽃들을 생각해봐요 눈을 감아 버리면 돼요,0jfpHbYoNfIjzKgk9dDlm7,0.404,0.193,-13.022,1,0.886,0.101,96.029
  듀자매  ,색연필,어떤 날엔 눈물이 날 것 같아 그냥 작아지고 작아지는 나 신기한 일이야 너의 한마디가 나를 정말 기쁘게 해 하얀 도화지 갈 곳이 없고 아무도 알아보지 않는 긴 외로움 그런 날에 선물같이 다가온 너 나에게 넌 예쁜 색연필 같아 나를 그리게 해 새로운 걸 그림을 못 그리는 나지만 그래도 괜찮아 너가 있으니까 눈을 보면 알 수가 있어 너의 마음 느낄 수 있어 한 결 같이 날 기다려준 그대에게 이 그림을 드려요 하얀 도화지 갈 곳이 없고 아무도 알아보지 않는 긴 외로움 그런 날에 선물같이 다가온 너 나에게 넌 예쁜 색연필 같아 나를 그리게 해 새로운 걸 그림을 못 그리는 나지만 그래도 괜찮아 너가 있으니까 눈을 보면 알 수가 있어 너의 마음 느낄 수 있어 한결 같이 날 기다려준 그대에게 이 그림을 드려요 어떤 날엔 눈물이 날 것 같아 그냥 작아지고 작아지는 나 신기한 일이야 너의 한마디가 나를 정말 기쁘게 해 나를 정말 기쁘게 해,7J2lSgKzyENHFxgN8aVeqO,0.542,0.192,-10.636,1,0.784,0.444,200.059
